Using report1.sqlite for SQL queries.
Running [/nfs/c3po/software/spack/opt/spack/linux-ubuntu20.04-x86_64/gcc-9.3.0/cuda-11.6.0-bs5m5wvrn6c236edh2l3yr6bajgkhz72/nsight-systems-2021.5.2/target-linux-x64/reports/nvtxsum.py report1.sqlite]... 

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                         Range                                       
      0.0           215520         23        9370.4        9668.0        5651       14548       2021.7  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (2,)), ((), ())) precision=…
      0.0           215086         23        9351.6        9708.0        5711       15630       2043.0  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((0, 2), (4, 3)), ((3,), (2,))) pr…
      0.0           214937          1      214937.0      214937.0      214937      214937          0.0  PushPop  TSL:XlaPass:#name=all-gather-optimizer,module=jit_wrapper,program_id=42#          
      0.0           214565         24        8940.2        9583.0        5510       12473       1666.3  PushPop  TSL:Thunk:#name=,hlo_op=input_reduce_fusion.27#                                   
      0.0           214406          1      214406.0      214406.0      214406      214406          0.0  PushPop  TSL:XlaPassPipeline:#name=post-layout_assignment,module=jit_add,program_id=34#    
      0.0           214135          1      214135.0      214135.0      214135      214135          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_add,program_id=37#              
      0.0           213865          1      213865.0      213865.0      213865      213865          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_true_divide,program_id=33#      
      0.0           213424          1      213424.0      213424.0      213424      213424          0.0  PushPop  TSL:XlaEmitLlvmIr:#module=jit__unstack,program_id=3#                              
      0.0           212944          1      212944.0      212944.0      212944      212944          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-reassociate,module=jit_wrapper,program_id=14#    
      0.0           212021          1      212021.0      212021.0      212021      212021          0.0  PushPop  TSL:XlaBufferAssignment:#module=jit_tree_bias_correction,program_id=30#           
      0.0           211772         23        9207.5        9348.0        5521       21881       3090.1  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           211681          1      211681.0      211681.0      211681      211681          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_integer_pow,program_id=25#      
      0.0           211157         24        8798.2        9593.0        4839       12744       1880.9  PushPop  TSL:Thunk:#name=,hlo_op=input_reduce_fusion.7#                                    
      0.0           210819          1      210819.0      210819.0      210819      210819          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_broadcast_in_dim,program_id=10# 
      0.0           210779          1      210779.0      210779.0      210779      210779          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_integer_pow,program_id=15#      
      0.0           209158         23        9093.8        9458.0        5681       12313       1516.5  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           209116          1      209116.0      209116.0      209116      209116          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_integer_pow,program_id=26#      
      0.0           208387         23        9060.3        9608.0        5511       11712       1580.2  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (2,)), ((), ())) precision=…
      0.0           207944         23        9041.0        9508.0        5621       13726       1808.2  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (2,)), ((), ())) precision=…
      0.0           206621          1      206621.0      206621.0      206621      206621          0.0  PushPop  TSL:XlaPass:#name=all-gather-optimizer,module=jit_wrapper,program_id=14#          
      0.0           206218         23        8966.0        9418.0        5630       11642       1531.6  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           206190          1      206190.0      206190.0      206190      206190          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit__normal,program_id=6#                   
      0.0           206190          1      206190.0      206190.0      206190      206190          0.0  PushPop  TSL:XlaPassPipeline:#name=post-layout_assignment,module=jit_multiply,program_id=1…
      0.0           206153         24        8589.7        9383.0        5771       11552       1589.9  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           205788         23        8947.3        9628.0        5620       12394       1746.6  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (0,)), ((), ())) precision=…
      0.0           205279          3       68426.3       63310.0       43833       98136      27510.7  PushPop  TSL:XlaModule:#prefix=jit(_std)/jit(main),hlo_module=jit__std,program_id=44#      
      0.0           205279          1      205279.0      205279.0      205279      205279          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_integer_pow,program_id=21#      
      0.0           205170         23        8920.4        9588.0        5210       14127       1953.4  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (0,)), ((), ())) precision=…
      0.0           204759         23        8902.6        9549.0        6042       11702       1500.1  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (0,)), ((), ())) precision=…
      0.0           204558          1      204558.0      204558.0      204558      204558          0.0  PushPop  TSL:XlaPass:#name=copy_fusion,module=jit_wrapper,program_id=42#                   
      0.0           204397          1      204397.0      204397.0      204397      204397          0.0  PushPop  TSL:XlaPass:#name=all-gather-bcast-reorder,module=jit_wrapper,program_id=42#      
      0.0           204286         24        8511.9        8305.5        4508       33424       5560.9  PushPop  TSL:Thunk:#name=complex,hlo_op=wrapped_transpose.7#                               
      0.0           203786          1      203786.0      203786.0      203786      203786          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit_add,program_id=37#                   
      0.0           203716         10       20371.6       19847.5       19046       23094       1477.3  PushPop  TSL:XlaPass:#name=real_imag_expander,module=jit__normal,program_id=4#             
      0.0           203265          1      203265.0      203265.0      203265      203265          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_integer_pow,program_id=18#      
      0.0           202313          1      202313.0      202313.0      202313      202313          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit_add,program_id=31#                    
      0.0           202211         23        8791.8        9427.0        5501       11492       1505.6  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (2,)), ((3,), (3,))) precis…
      0.0           201771          1      201771.0      201771.0      201771      201771          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_true_divide,program_id=36#      
      0.0           201534         23        8762.3        9368.0        5541       11322       1600.3  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1, 3), (2, 5)), ((), ())) precis…
      0.0           200699          1      200699.0      200699.0      200699      200699          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_broadcast_in_dim,program_id=9#  
      0.0           200468         10       20046.8       19517.0       19046       22974       1298.6  PushPop  TSL:XlaPass:#name=scatter_simplifier,module=jit__normal,program_id=4#             
      0.0           200350          1      200350.0      200350.0      200350      200350          0.0  PushPop  TSL:XlaPass:#name=all-reduce-folder,module=jit_wrapper,program_id=14#             
      0.0           199908         10       19990.8       19812.5       19447       21160        547.5  PushPop  TSL:XlaPass:#name=gather_simplifier,module=jit__normal,program_id=4#              
      0.0           199867         10       19986.7       19727.5       19386       21912        737.1  PushPop  TSL:XlaPass:#name=scatter_expander,module=jit__normal,program_id=4#               
      0.0           199619         23        8679.1        9248.0        5270       11242       1614.3  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (1,)), ((), ())) precision=…
      0.0           199097          1      199097.0      199097.0      199097      199097          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_convert_element_type,program_id…
